juggle_with_zeros  5.105265793041326
juggle_with_zeros2 4.307180211995728
juggle_with_zeros3 4.089968079002574
juggle_with_zeros4 4.029555769986473
juggle_with_zeros  3.7887688860064372
juggle_with_zeros2 3.335928886954207
juggle_with_zeros3 3.127398082986474
juggle_with_zeros4 2.891183360014111
juggle_with_zeros  5.462829253054224
juggle_with_zeros2 4.957081854052376
juggle_with_zeros3 4.93569709098665
juggle_with_zeros4 4.885845618031453
juggle_with_zeros  4.99662296497263
juggle_with_zeros2 4.752881278982386
juggle_with_zeros3 4.565207056992222
juggle_with_zeros4 5.07817187596811
juggle_with_zeros  3.874959554988891
juggle_with_zeros2 3.2722869000281207
juggle_with_zeros3 3.309481410018634
juggle_with_zeros4 2.8711304049938917
juggle_with_zeros  5.399141105008312
juggle_with_zeros2 5.146462604985572
juggle_with_zeros3 4.919531296007335
juggle_with_zeros4 4.71632403600961
juggle_with_zeros  4.830890817043837
juggle_with_zeros2 4.280115228961222
juggle_with_zeros3 3.9925021730014123
juggle_with_zeros4 4.098023969039787
juggle_with_zeros  5.198451292002574
juggle_with_zeros2 4.579109846963547
juggle_with_zeros3 4.191935465030838
juggle_with_zeros4 3.9567110459902324
juggle_with_zeros  3.8897033990360796
juggle_with_zeros2 3.2736407020129263
juggle_with_zeros3 3.4462976820068434
juggle_with_zeros4 3.082368517993018
juggle_with_zeros  5.555689980974421
juggle_with_zeros2 5.016534493013751
juggle_with_zeros3 4.852951750042848
juggle_with_zeros4 4.522616803995334
juggle_with_zeros  4.617303659033496
juggle_with_zeros2 3.9274293209891766
juggle_with_zeros3 3.9864325069938786
juggle_with_zeros4 4.864241978968494
juggle_with_zeros  5.087694331945386
juggle_with_zeros2 4.557495022017974
juggle_with_zeros3 4.318775986030232
juggle_with_zeros4 4.105762720981147
juggle_with_zeros  4.041697457025293
juggle_with_zeros2 3.2893406989751384
juggle_with_zeros3 3.3460314469994046
juggle_with_zeros4 2.9942279199603945
juggle_with_zeros  5.539530089008622
juggle_with_zeros2 5.103645083028823
juggle_with_zeros3 4.8761297459714115
juggle_with_zeros4 4.5744170469697565
juggle_with_zeros  4.620341855974402
juggle_with_zeros2 4.2874114770093
juggle_with_zeros3 4.232400988985319
juggle_with_zeros4 4.090630121005233
juggle_with_zeros  5.001121306966525
juggle_with_zeros2 4.592699485016055
juggle_with_zeros3 4.507031389977783
juggle_with_zeros4 4.2929777430254035
juggle_with_zeros  4.0340408850461245
juggle_with_zeros2 3.293499445018824
juggle_with_zeros3 3.3285783790051937
juggle_with_zeros4 2.9853933610138483
juggle_with_zeros  5.572531372949015
juggle_with_zeros2 5.1903422579634935
juggle_with_zeros3 5.523016462975647
juggle_with_zeros4 5.746862197993323
juggle_with_zeros  4.612106938031502
juggle_with_zeros2 4.0450128999655135
juggle_with_zeros3 3.838570848980453
juggle_with_zeros4 3.878974459017627
juggle_with_zeros  5.186846862954553
juggle_with_zeros2 4.710557048965711
juggle_with_zeros3 4.5887269609957
juggle_with_zeros4 4.171179238008335
juggle_with_zeros  3.9854650879860856
juggle_with_zeros2 3.3632057509967126
juggle_with_zeros3 3.369576169992797
juggle_with_zeros4 2.974822254967876
juggle_with_zeros  5.639095938007813
juggle_with_zeros2 5.2447199679445475
juggle_with_zeros3 5.0059929069830105
juggle_with_zeros4 4.808081936032977
juggle_with_zeros  4.59885376598686
juggle_with_zeros2 4.018070184974931
juggle_with_zeros3 3.7224194759619422
juggle_with_zeros4 3.850820133986417
juggle_with_zeros  5.109855676011648
juggle_with_zeros2 4.507463090994861
juggle_with_zeros3 4.48102760699112
juggle_with_zeros4 4.16066472500097
juggle_with_zeros  4.932225402037147
juggle_with_zeros2 3.3571266179787926
juggle_with_zeros3 3.339625317021273
juggle_with_zeros4 3.079007990017999
juggle_with_zeros  5.598288669018075
juggle_with_zeros2 5.1379449420492165
juggle_with_zeros3 5.06297840696061
juggle_with_zeros4 4.662703978014179
juggle_with_zeros  4.737404592044186
juggle_with_zeros2 4.0287685839575715
juggle_with_zeros3 4.005639755981974
juggle_with_zeros4 3.948680345027242
juggle_with_zeros  4.956110120983794
juggle_with_zeros2 4.481861095991917
juggle_with_zeros3 4.449509419966489
juggle_with_zeros4 4.0981867329683155
juggle_with_zeros  3.6944655459956266
juggle_with_zeros2 3.221685650991276
juggle_with_zeros3 3.2140041069942527
juggle_with_zeros4 2.9296737140393816
juggle_with_zeros  5.69733472605003
juggle_with_zeros2 5.599673332006205
juggle_with_zeros3 4.930866258975584
juggle_with_zeros4 4.597278214991093
juggle_with_zeros  4.4439248950220644
juggle_with_zeros2 3.7627703670295887
juggle_with_zeros3 3.7937252200208604
juggle_with_zeros4 3.827648587990552
juggle_with_zeros  5.108547326002736
juggle_with_zeros2 4.632229392009322
juggle_with_zeros3 4.448211956012528
juggle_with_zeros4 4.228929423028603
juggle_with_zeros  3.7896219230024144
juggle_with_zeros2 3.2252288620220497
juggle_with_zeros3 3.296654466947075
juggle_with_zeros4 2.957956962985918
juggle_with_zeros  5.460019470017869
juggle_with_zeros2 5.203566579031758
juggle_with_zeros3 5.020973267965019
juggle_with_zeros4 4.802746146975551
juggle_with_zeros  4.459250932035502
juggle_with_zeros2 4.086920918023679
juggle_with_zeros3 5.405046280007809
juggle_with_zeros4 3.870851711020805
